PhysiologicalTaskEventID	PhysiologicalFileID	EventFileID	InsertTime	Onset	Duration	EventCode	EventValue	EventSample	EventType	TrialType	ResponseTime
37	1	1	2019-08-21 15:09:58	35.009000	0.000000	\N	\N	\N	\N	house-upright	\N
38	1	1	2019-08-21 15:09:58	35.891000	0.000000	\N	\N	\N	\N	house-inverted	\N
39	1	1	2019-08-21 15:09:58	36.890000	0.000000	\N	\N	\N	\N	face-upright	\N
40	1	1	2019-08-21 15:09:58	37.672000	0.000000	\N	\N	\N	\N	house-inverted	\N
41	1	1	2019-08-21 15:09:58	38.472000	0.000000	\N	\N	\N	\N	face-inverted	\N
42	1	1	2019-08-21 15:09:58	39.454000	0.000000	\N	\N	\N	\N	house-upright	\N
43	1	1	2019-08-21 15:09:58	40.236000	0.000000	\N	\N	\N	\N	checker-left	\N
44	1	1	2019-08-21 15:09:58	40.597000	0.000000	\N	\N	\N	\N	press-left	\N
45	1	1	2019-08-21 15:09:58	41.219000	0.000000	\N	\N	\N	\N	face-upright	\N
46	1	1	2019-08-21 15:09:58	42.117000	0.000000	\N	\N	\N	\N	checker-right	\N
47	1	1	2019-08-21 15:09:58	42.483000	0.000000	\N	\N	\N	\N	press-right	\N
48	1	1	2019-08-21 15:09:58	43.083000	0.000000	\N	\N	\N	\N	house-upright	\N
49	1	1	2019-08-21 15:09:58	44.049000	0.000000	\N	\N	\N	\N	face-inverted	\N
50	1	1	2019-08-21 15:09:58	45.015000	0.000000	\N	\N	\N	\N	checker-right	\N
51	1	1	2019-08-21 15:09:58	45.410000	0.000000	\N	\N	\N	\N	press-right	\N
52	1	1	2019-08-21 15:09:58	45.913000	0.000000	\N	\N	\N	\N	house-inverted	\N
53	1	1	2019-08-21 15:09:58	46.696000	0.000000	\N	\N	\N	\N	checker-left	\N
54	1	1	2019-08-21 15:09:58	47.075000	0.000000	\N	\N	\N	\N	press-left	\N
55	1	1	2019-08-21 15:09:58	47.528000	0.000000	\N	\N	\N	\N	face-upright	\N
56	1	1	2019-08-21 15:09:58	48.494000	0.000000	\N	\N	\N	\N	face-upright	\N
57	1	1	2019-08-21 15:09:58	49.409000	0.000000	\N	\N	\N	\N	house-inverted	\N
58	1	1	2019-08-21 15:09:58	50.226000	0.000000	\N	\N	\N	\N	house-upright	\N
59	1	1	2019-08-21 15:09:58	51.141000	0.000000	\N	\N	\N	\N	face-inverted	\N
60	1	1	2019-08-21 15:09:58	51.957000	0.000000	\N	\N	\N	\N	checker-right	\N
61	1	1	2019-08-21 15:09:58	52.344000	0.000000	\N	\N	\N	\N	press-right	\N
62	1	1	2019-08-21 15:09:58	52.922000	0.000000	\N	\N	\N	\N	checker-left	\N
63	1	1	2019-08-21 15:09:58	53.362000	0.000000	\N	\N	\N	\N	press-left	\N
64	1	1	2019-08-21 15:09:58	53.688000	0.000000	\N	\N	\N	\N	checker-right	\N
65	1	1	2019-08-21 15:09:58	54.109000	0.000000	\N	\N	\N	\N	press-right	\N
66	1	1	2019-08-21 15:09:58	54.587000	0.000000	\N	\N	\N	\N	face-inverted	\N
67	1	1	2019-08-21 15:09:58	55.370000	0.000000	\N	\N	\N	\N	checker-left	\N
68	1	1	2019-08-21 15:09:58	55.896000	0.000000	\N	\N	\N	\N	press-left	\N
69	1	1	2019-08-21 15:09:58	56.302000	0.000000	\N	\N	\N	\N	house-upright	\N
70	1	1	2019-08-21 15:09:58	57.301000	0.000000	\N	\N	\N	\N	face-upright	\N
71	1	1	2019-08-21 15:09:58	58.300000	0.000000	\N	\N	\N	\N	house-inverted	\N
72	1	1	2019-08-21 15:09:58	59.199000	0.000000	\N	\N	\N	\N	house-upright	\N
73	1	1	2019-08-21 15:09:58	60.015000	0.000000	\N	\N	\N	\N	face-inverted	\N
74	1	1	2019-08-21 15:09:58	61.014000	0.000000	\N	\N	\N	\N	house-inverted	\N
75	1	1	2019-08-21 15:09:58	61.896000	0.000000	\N	\N	\N	\N	checker-left	\N
76	1	1	2019-08-21 15:09:58	62.324000	0.000000	\N	\N	\N	\N	press-left	\N
77	1	1	2019-08-21 15:09:58	62.828000	0.000000	\N	\N	\N	\N	face-upright	\N
78	1	1	2019-08-21 15:09:58	63.644000	0.000000	\N	\N	\N	\N	checker-right	\N
79	1	1	2019-08-21 15:09:58	64.010000	0.000000	\N	\N	\N	\N	press-right	\N
80	1	1	2019-08-21 15:09:58	64.410000	0.000000	\N	\N	\N	\N	face-upright	\N
81	1	1	2019-08-21 15:09:58	65.409000	0.000000	\N	\N	\N	\N	house-inverted	\N
82	1	1	2019-08-21 15:09:58	66.175000	0.000000	\N	\N	\N	\N	checker-right	\N
83	1	1	2019-08-21 15:09:58	66.645000	0.000000	\N	\N	\N	\N	press-right	\N
84	1	1	2019-08-21 15:09:58	67.073000	0.000000	\N	\N	\N	\N	house-upright	\N
85	1	1	2019-08-21 15:09:58	67.906000	0.000000	\N	\N	\N	\N	checker-left	\N
86	1	1	2019-08-21 15:09:58	68.279000	0.000000	\N	\N	\N	\N	press-left	\N
87	1	1	2019-08-21 15:09:58	68.755000	0.000000	\N	\N	\N	\N	face-inverted	\N
88	1	1	2019-08-21 15:09:58	69.521000	0.000000	\N	\N	\N	\N	checker-left	\N
89	1	1	2019-08-21 15:09:58	69.984000	0.000000	\N	\N	\N	\N	press-left	\N
90	1	1	2019-08-21 15:09:58	70.337000	0.000000	\N	\N	\N	\N	face-upright	\N
91	1	1	2019-08-21 15:09:58	71.285000	0.000000	\N	\N	\N	\N	house-upright	\N
92	1	1	2019-08-21 15:09:58	72.268000	0.000000	\N	\N	\N	\N	face-inverted	\N
93	1	1	2019-08-21 15:09:58	73.184000	0.000000	\N	\N	\N	\N	checker-right	\N
94	1	1	2019-08-21 15:09:58	73.617000	0.000000	\N	\N	\N	\N	press-right	\N
95	1	1	2019-08-21 15:09:58	73.966000	0.000000	\N	\N	\N	\N	house-inverted	\N
96	1	1	2019-08-21 15:09:58	74.832000	0.000000	\N	\N	\N	\N	house-inverted	\N
97	1	1	2019-08-21 15:09:58	75.598000	0.000000	\N	\N	\N	\N	face-inverted	\N
98	1	1	2019-08-21 15:09:58	76.597000	0.000000	\N	\N	\N	\N	face-upright	\N
99	1	1	2019-08-21 15:09:58	77.445000	0.000000	\N	\N	\N	\N	checker-left	\N
100	1	1	2019-08-21 15:09:58	77.866000	0.000000	\N	\N	\N	\N	press-left	\N
101	1	1	2019-08-21 15:09:58	78.444000	0.000000	\N	\N	\N	\N	checker-right	\N
102	1	1	2019-08-21 15:09:58	78.855000	0.000000	\N	\N	\N	\N	press-right	\N
103	1	1	2019-08-21 15:09:58	79.210000	0.000000	\N	\N	\N	\N	house-upright	\N
104	1	1	2019-08-21 15:09:58	80.060000	0.000000	\N	\N	\N	\N	house-inverted	\N
105	1	1	2019-08-21 15:09:58	80.958000	0.000000	\N	\N	\N	\N	face-upright	\N
106	1	1	2019-08-21 15:09:58	81.957000	0.000000	\N	\N	\N	\N	house-upright	\N
107	1	1	2019-08-21 15:09:58	82.790000	0.000000	\N	\N	\N	\N	checker-right	\N
108	1	1	2019-08-21 15:09:58	83.165000	0.000000	\N	\N	\N	\N	press-right	\N
109	1	1	2019-08-21 15:09:58	83.772000	0.000000	\N	\N	\N	\N	face-inverted	\N
110	1	1	2019-08-21 15:09:58	84.688000	0.000000	\N	\N	\N	\N	checker-left	\N
111	1	1	2019-08-21 15:09:58	85.052000	0.000000	\N	\N	\N	\N	press-left	\N
112	1	1	2019-08-21 15:09:58	85.670000	0.000000	\N	\N	\N	\N	face-inverted	\N
113	1	1	2019-08-21 15:09:58	86.502000	0.000000	\N	\N	\N	\N	face-upright	\N
114	1	1	2019-08-21 15:09:58	87.401000	0.000000	\N	\N	\N	\N	house-upright	\N
115	1	1	2019-08-21 15:09:58	88.268000	0.000000	\N	\N	\N	\N	checker-left	\N
116	1	1	2019-08-21 15:09:58	88.675000	0.000000	\N	\N	\N	\N	press-left	\N
117	1	1	2019-08-21 15:09:58	89.166000	0.000000	\N	\N	\N	\N	checker-right	\N
118	1	1	2019-08-21 15:09:58	89.573000	0.000000	\N	\N	\N	\N	press-right	\N
119	1	1	2019-08-21 15:09:58	89.932000	0.000000	\N	\N	\N	\N	house-inverted	\N
120	1	1	2019-08-21 15:09:58	90.864000	0.000000	\N	\N	\N	\N	face-upright	\N
121	1	1	2019-08-21 15:09:58	91.747000	0.000000	\N	\N	\N	\N	house-upright	\N
122	1	1	2019-08-21 15:09:58	92.513000	0.000000	\N	\N	\N	\N	checker-left	\N
123	1	1	2019-08-21 15:09:58	92.863000	0.000000	\N	\N	\N	\N	press-left	\N
124	1	1	2019-08-21 15:09:58	93.378000	0.000000	\N	\N	\N	\N	face-inverted	\N
125	1	1	2019-08-21 15:09:58	94.277000	0.000000	\N	\N	\N	\N	checker-right	\N
126	1	1	2019-08-21 15:09:58	94.640000	0.000000	\N	\N	\N	\N	press-right	\N
127	1	1	2019-08-21 15:09:58	95.243000	0.000000	\N	\N	\N	\N	house-inverted	\N
128	1	1	2019-08-21 15:09:58	96.025000	0.000000	\N	\N	\N	\N	house-upright	\N
129	1	1	2019-08-21 15:09:58	96.975000	0.000000	\N	\N	\N	\N	checker-right	\N
130	1	1	2019-08-21 15:09:58	97.344000	0.000000	\N	\N	\N	\N	press-left	\N
131	1	1	2019-08-21 15:09:58	97.840000	0.000000	\N	\N	\N	\N	face-upright	\N
132	1	1	2019-08-21 15:09:58	98.789000	0.000000	\N	\N	\N	\N	checker-left	\N
133	1	1	2019-08-21 15:09:58	99.181000	0.000000	\N	\N	\N	\N	press-left	\N
134	1	1	2019-08-21 15:09:58	99.688000	0.000000	\N	\N	\N	\N	house-inverted	\N
135	1	1	2019-08-21 15:09:58	100.504000	0.000000	\N	\N	\N	\N	face-inverted	\N
136	1	1	2019-08-21 15:09:58	101.470000	0.000000	\N	\N	\N	\N	house-inverted	\N
137	1	1	2019-08-21 15:09:58	102.468000	0.000000	\N	\N	\N	\N	face-inverted	\N
138	1	1	2019-08-21 15:09:58	103.450000	0.000000	\N	\N	\N	\N	checker-right	\N
139	1	1	2019-08-21 15:09:58	103.803000	0.000000	\N	\N	\N	\N	press-right	\N
140	1	1	2019-08-21 15:09:58	104.350000	0.000000	\N	\N	\N	\N	face-upright	\N
141	1	1	2019-08-21 15:09:58	105.282000	0.000000	\N	\N	\N	\N	house-upright	\N
142	1	1	2019-08-21 15:09:58	106.214000	0.000000	\N	\N	\N	\N	checker-left	\N
143	1	1	2019-08-21 15:09:58	106.538000	0.000000	\N	\N	\N	\N	press-left	\N
144	1	1	2019-08-21 15:09:58	107.146000	0.000000	\N	\N	\N	\N	checker-left	\N
145	1	1	2019-08-21 15:09:58	107.598000	0.000000	\N	\N	\N	\N	press-left	\N
146	1	1	2019-08-21 15:09:58	108.129000	0.000000	\N	\N	\N	\N	house-upright	\N
147	1	1	2019-08-21 15:09:58	109.044000	0.000000	\N	\N	\N	\N	face-upright	\N
148	1	1	2019-08-21 15:09:58	109.910000	0.000000	\N	\N	\N	\N	checker-right	\N
149	1	1	2019-08-21 15:09:58	110.332000	0.000000	\N	\N	\N	\N	press-right	\N
150	1	1	2019-08-21 15:09:58	110.709000	0.000000	\N	\N	\N	\N	face-inverted	\N
151	1	1	2019-08-21 15:09:58	111.642000	0.000000	\N	\N	\N	\N	house-inverted	\N
152	1	1	2019-08-21 15:09:58	112.624000	0.000000	\N	\N	\N	\N	face-upright	\N
153	1	1	2019-08-21 15:09:58	113.623000	0.000000	\N	\N	\N	\N	checker-left	\N
154	1	1	2019-08-21 15:09:58	114.057000	0.000000	\N	\N	\N	\N	press-left	\N
155	1	1	2019-08-21 15:09:58	114.438000	0.000000	\N	\N	\N	\N	house-upright	\N
156	1	1	2019-08-21 15:09:58	115.287000	0.000000	\N	\N	\N	\N	checker-right	\N
157	1	1	2019-08-21 15:09:58	115.712000	0.000000	\N	\N	\N	\N	press-right	\N
158	1	1	2019-08-21 15:09:58	116.220000	0.000000	\N	\N	\N	\N	house-inverted	\N
159	1	1	2019-08-21 15:09:58	117.136000	0.000000	\N	\N	\N	\N	face-inverted	\N
160	1	1	2019-08-21 15:09:58	118.018000	0.000000	\N	\N	\N	\N	checker-left	\N
161	1	1	2019-08-21 15:09:58	118.416000	0.000000	\N	\N	\N	\N	press-left	\N
162	1	1	2019-08-21 15:09:58	118.967000	0.000000	\N	\N	\N	\N	checker-right	\N
163	1	1	2019-08-21 15:09:58	119.496000	0.000000	\N	\N	\N	\N	press-right	\N
164	1	1	2019-08-21 15:09:58	119.816000	0.000000	\N	\N	\N	\N	face-inverted	\N
165	1	1	2019-08-21 15:09:58	120.682000	0.000000	\N	\N	\N	\N	face-upright	\N
166	1	1	2019-08-21 15:09:58	121.497000	0.000000	\N	\N	\N	\N	house-inverted	\N
167	1	1	2019-08-21 15:09:58	122.347000	0.000000	\N	\N	\N	\N	house-upright	\N
168	1	1	2019-08-21 15:09:58	123.212000	0.000000	\N	\N	\N	\N	checker-left	\N
169	1	1	2019-08-21 15:09:58	123.573000	0.000000	\N	\N	\N	\N	press-left	\N
170	1	1	2019-08-21 15:09:58	124.078000	0.000000	\N	\N	\N	\N	house-inverted	\N
171	1	1	2019-08-21 15:09:58	124.943000	0.000000	\N	\N	\N	\N	face-inverted	\N
172	1	1	2019-08-21 15:09:58	125.893000	0.000000	\N	\N	\N	\N	checker-right	\N
173	1	1	2019-08-21 15:09:58	126.309000	0.000000	\N	\N	\N	\N	press-right	\N
174	1	1	2019-08-21 15:09:58	126.742000	0.000000	\N	\N	\N	\N	house-upright	\N
175	1	1	2019-08-21 15:09:58	127.624000	0.000000	\N	\N	\N	\N	face-upright	\N
176	1	1	2019-08-21 15:09:58	128.523000	0.000000	\N	\N	\N	\N	house-inverted	\N
177	1	1	2019-08-21 15:09:58	129.289000	0.000000	\N	\N	\N	\N	house-upright	\N
178	1	1	2019-08-21 15:09:58	130.104000	0.000000	\N	\N	\N	\N	checker-right	\N
179	1	1	2019-08-21 15:09:58	130.547000	0.000000	\N	\N	\N	\N	press-right	\N
180	1	1	2019-08-21 15:09:58	131.004000	0.000000	\N	\N	\N	\N	checker-left	\N
181	1	1	2019-08-21 15:09:58	131.415000	0.000000	\N	\N	\N	\N	press-left	\N
182	1	1	2019-08-21 15:09:58	131.819000	0.000000	\N	\N	\N	\N	face-inverted	\N
183	1	1	2019-08-21 15:09:58	132.802000	0.000000	\N	\N	\N	\N	face-upright	\N
184	1	1	2019-08-21 15:09:58	133.801000	0.000000	\N	\N	\N	\N	checker-right	\N
185	1	1	2019-08-21 15:09:58	134.160000	0.000000	\N	\N	\N	\N	press-right	\N
186	1	1	2019-08-21 15:09:58	134.733000	0.000000	\N	\N	\N	\N	house-inverted	\N
187	1	1	2019-08-21 15:09:58	135.665000	0.000000	\N	\N	\N	\N	face-upright	\N
188	1	1	2019-08-21 15:09:58	136.598000	0.000000	\N	\N	\N	\N	house-upright	\N
189	1	1	2019-08-21 15:09:58	137.580000	0.000000	\N	\N	\N	\N	checker-left	\N
190	1	1	2019-08-21 15:09:58	138.015000	0.000000	\N	\N	\N	\N	press-left	\N
191	1	1	2019-08-21 15:09:58	138.462000	0.000000	\N	\N	\N	\N	face-inverted	\N
192	1	1	2019-08-21 15:09:58	139.378000	0.000000	\N	\N	\N	\N	face-upright	\N
193	1	1	2019-08-21 15:09:58	140.244000	0.000000	\N	\N	\N	\N	checker-right	\N
194	1	1	2019-08-21 15:09:58	140.578000	0.000000	\N	\N	\N	\N	press-right	\N
195	1	1	2019-08-21 15:09:58	141.010000	0.000000	\N	\N	\N	\N	house-upright	\N
196	1	1	2019-08-21 15:09:58	141.842000	0.000000	\N	\N	\N	\N	checker-left	\N
197	1	1	2019-08-21 15:09:58	142.314000	0.000000	\N	\N	\N	\N	press-left	\N
198	1	1	2019-08-21 15:09:58	142.808000	0.000000	\N	\N	\N	\N	house-inverted	\N
199	1	1	2019-08-21 15:09:58	143.656000	0.000000	\N	\N	\N	\N	face-inverted	\N
200	1	1	2019-08-21 15:09:58	144.589000	0.000000	\N	\N	\N	\N	checker-left	\N
201	1	1	2019-08-21 15:09:58	145.090000	0.000000	\N	\N	\N	\N	press-left	\N
202	1	1	2019-08-21 15:09:58	145.505000	0.000000	\N	\N	\N	\N	house-inverted	\N
203	1	1	2019-08-21 15:09:58	146.320000	0.000000	\N	\N	\N	\N	house-upright	\N
204	1	1	2019-08-21 15:09:58	147.086000	0.000000	\N	\N	\N	\N	face-upright	\N
205	1	1	2019-08-21 15:09:58	148.102000	0.000000	\N	\N	\N	\N	checker-right	\N
206	1	1	2019-08-21 15:09:58	148.491000	0.000000	\N	\N	\N	\N	press-right	\N
207	1	1	2019-08-21 15:09:58	148.984000	0.000000	\N	\N	\N	\N	face-inverted	\N
208	1	1	2019-08-21 15:09:58	149.850000	0.000000	\N	\N	\N	\N	house-inverted	\N
209	1	1	2019-08-21 15:09:58	150.716000	0.000000	\N	\N	\N	\N	face-upright	\N
210	1	1	2019-08-21 15:09:58	151.682000	0.000000	\N	\N	\N	\N	house-upright	\N
211	1	1	2019-08-21 15:09:58	152.663000	0.000000	\N	\N	\N	\N	face-inverted	\N
212	1	1	2019-08-21 15:09:58	153.629000	0.000000	\N	\N	\N	\N	checker-right	\N
213	1	1	2019-08-21 15:09:58	154.132000	0.000000	\N	\N	\N	\N	press-right	\N
214	1	1	2019-08-21 15:09:58	154.595000	0.000000	\N	\N	\N	\N	checker-left	\N
215	1	1	2019-08-21 15:09:58	155.030000	0.000000	\N	\N	\N	\N	press-left	\N
216	1	1	2019-08-21 15:09:58	155.443000	0.000000	\N	\N	\N	\N	house-inverted	\N
217	1	1	2019-08-21 15:09:58	156.310000	0.000000	\N	\N	\N	\N	face-upright	\N
218	1	1	2019-08-21 15:09:58	157.158000	0.000000	\N	\N	\N	\N	checker-right	\N
219	1	1	2019-08-21 15:09:58	157.503000	0.000000	\N	\N	\N	\N	press-right	\N
220	1	1	2019-08-21 15:09:58	158.091000	0.000000	\N	\N	\N	\N	checker-left	\N
221	1	1	2019-08-21 15:09:58	158.593000	0.000000	\N	\N	\N	\N	press-left	\N
222	1	1	2019-08-21 15:09:58	158.974000	0.000000	\N	\N	\N	\N	face-inverted	\N
223	1	1	2019-08-21 15:09:58	159.955000	0.000000	\N	\N	\N	\N	house-upright	\N
224	1	1	2019-08-21 15:09:58	160.788000	0.000000	\N	\N	\N	\N	checker-left	\N
225	1	1	2019-08-21 15:09:58	161.358000	0.000000	\N	\N	\N	\N	press-left	\N
226	1	1	2019-08-21 15:09:58	161.787000	0.000000	\N	\N	\N	\N	face-inverted	\N
227	1	1	2019-08-21 15:09:58	162.719000	0.000000	\N	\N	\N	\N	house-upright	\N
228	1	1	2019-08-21 15:09:58	163.585000	0.000000	\N	\N	\N	\N	face-upright	\N
229	1	1	2019-08-21 15:09:58	164.417000	0.000000	\N	\N	\N	\N	checker-right	\N
230	1	1	2019-08-21 15:09:58	164.789000	0.000000	\N	\N	\N	\N	press-right	\N
231	1	1	2019-08-21 15:09:58	165.250000	0.000000	\N	\N	\N	\N	house-inverted	\N
232	1	1	2019-08-21 15:09:58	166.115000	0.000000	\N	\N	\N	\N	house-inverted	\N
233	1	1	2019-08-21 15:09:58	167.098000	0.000000	\N	\N	\N	\N	face-upright	\N
234	1	1	2019-08-21 15:09:58	168.030000	0.000000	\N	\N	\N	\N	checker-left	\N
235	1	1	2019-08-21 15:09:58	168.383000	0.000000	\N	\N	\N	\N	press-left	\N
236	1	1	2019-08-21 15:09:58	168.979000	0.000000	\N	\N	\N	\N	house-upright	\N
237	1	1	2019-08-21 15:09:58	169.928000	0.000000	\N	\N	\N	\N	checker-right	\N
238	1	1	2019-08-21 15:09:58	170.310000	0.000000	\N	\N	\N	\N	press-right	\N
239	1	1	2019-08-21 15:09:58	170.927000	0.000000	\N	\N	\N	\N	face-inverted	\N
240	1	1	2019-08-21 15:09:58	171.843000	0.000000	\N	\N	\N	\N	house-inverted	\N
241	1	1	2019-08-21 15:09:58	172.809000	0.000000	\N	\N	\N	\N	face-inverted	\N
242	1	1	2019-08-21 15:09:58	173.607000	0.000000	\N	\N	\N	\N	checker-left	\N
243	1	1	2019-08-21 15:09:58	174.034000	0.000000	\N	\N	\N	\N	press-left	\N
244	1	1	2019-08-21 15:09:58	174.557000	0.000000	\N	\N	\N	\N	checker-right	\N
245	1	1	2019-08-21 15:09:58	175.013000	0.000000	\N	\N	\N	\N	press-right	\N
246	1	1	2019-08-21 15:09:58	175.472000	0.000000	\N	\N	\N	\N	face-upright	\N
247	1	1	2019-08-21 15:09:58	176.338000	0.000000	\N	\N	\N	\N	house-upright	\N
248	1	1	2019-08-21 15:09:58	177.337000	0.000000	\N	\N	\N	\N	house-inverted	\N
249	1	1	2019-08-21 15:09:58	178.335000	0.000000	\N	\N	\N	\N	house-upright	\N
250	1	1	2019-08-21 15:09:58	179.168000	0.000000	\N	\N	\N	\N	face-upright	\N
251	1	1	2019-08-21 15:09:58	180.150000	0.000000	\N	\N	\N	\N	checker-right	\N
252	1	1	2019-08-21 15:09:58	180.634000	0.000000	\N	\N	\N	\N	press-right	\N
253	1	1	2019-08-21 15:09:58	180.999000	0.000000	\N	\N	\N	\N	face-inverted	\N
254	1	1	2019-08-21 15:09:58	181.798000	0.000000	\N	\N	\N	\N	checker-left	\N
255	1	1	2019-08-21 15:09:58	182.179000	0.000000	\N	\N	\N	\N	press-left	\N
256	1	1	2019-08-21 15:09:58	182.747000	0.000000	\N	\N	\N	\N	checker-left	\N
257	1	1	2019-08-21 15:09:58	183.197000	0.000000	\N	\N	\N	\N	press-left	\N
258	1	1	2019-08-21 15:09:58	183.547000	0.000000	\N	\N	\N	\N	house-upright	\N
259	1	1	2019-08-21 15:09:58	184.545000	0.000000	\N	\N	\N	\N	house-inverted	\N
260	1	1	2019-08-21 15:09:58	185.428000	0.000000	\N	\N	\N	\N	face-upright	\N
261	1	1	2019-08-21 15:09:58	186.377000	0.000000	\N	\N	\N	\N	face-inverted	\N
262	1	1	2019-08-21 15:09:58	187.259000	0.000000	\N	\N	\N	\N	checker-right	\N
263	1	1	2019-08-21 15:09:58	187.668000	0.000000	\N	\N	\N	\N	press-right	\N
264	1	1	2019-08-21 15:09:58	188.274000	0.000000	\N	\N	\N	\N	face-upright	\N
265	1	1	2019-08-21 15:09:58	189.190000	0.000000	\N	\N	\N	\N	house-inverted	\N
266	1	1	2019-08-21 15:09:58	190.156000	0.000000	\N	\N	\N	\N	checker-right	\N
267	1	1	2019-08-21 15:09:58	190.585000	0.000000	\N	\N	\N	\N	press-right	\N
268	1	1	2019-08-21 15:09:58	190.955000	0.000000	\N	\N	\N	\N	face-inverted	\N
269	1	1	2019-08-21 15:09:58	191.921000	0.000000	\N	\N	\N	\N	checker-left	\N
270	1	1	2019-08-21 15:09:58	192.401000	0.000000	\N	\N	\N	\N	press-left	\N
271	1	1	2019-08-21 15:09:58	192.869000	0.000000	\N	\N	\N	\N	house-upright	\N
272	1	1	2019-08-21 15:09:58	193.719000	0.000000	\N	\N	\N	\N	checker-left	\N
273	1	1	2019-08-21 15:09:58	194.299000	0.000000	\N	\N	\N	\N	press-left	\N
274	1	1	2019-08-21 15:09:58	194.617000	0.000000	\N	\N	\N	\N	house-inverted	\N
275	1	1	2019-08-21 15:09:58	195.533000	0.000000	\N	\N	\N	\N	face-inverted	\N
276	1	1	2019-08-21 15:09:58	196.499000	0.000000	\N	\N	\N	\N	house-upright	\N
277	1	1	2019-08-21 15:09:58	197.281000	0.000000	\N	\N	\N	\N	face-upright	\N
278	1	1	2019-08-21 15:09:58	198.080000	0.000000	\N	\N	\N	\N	checker-right	\N
279	1	1	2019-08-21 15:09:58	198.487000	0.000000	\N	\N	\N	\N	press-right	\N
280	1	1	2019-08-21 15:09:58	198.979000	0.000000	\N	\N	\N	\N	face-upright	\N
281	1	1	2019-08-21 15:09:58	199.962000	0.000000	\N	\N	\N	\N	house-inverted	\N
282	1	1	2019-08-21 15:09:58	200.827000	0.000000	\N	\N	\N	\N	face-inverted	\N
