FileQCID	FileID	SeriesUID	EchoTime	PhaseEncodingDirection	EchoNumber	QCStatus	QCFirstChangeTime	QCLastChangeTime	Selected
8913	250	1.3.12.2.1107.5.2.32.35182.2011081518290483992141556.0.0.0	0.00316	\N	\N	Pass	1327767796	1559053449	true
8914	251	1.3.12.2.1107.5.2.32.35182.2011081518365932968942260.0.0.0	0.497	\N	\N	Pass	1327767796	1559053449	true
8917	260	1.3.12.2.1107.5.2.32.35182.201108161420453238442430.0.0.0	0.00316	\N	\N	Pass	1327767929	1540921974	true
8918	261	1.3.12.2.1107.5.2.32.35182.2011081614270895302443076.0.0.0	0.497	\N	\N	Pass	1327767929	1540921974	true
14433	273	1.3.12.2.1107.5.2.32.35182.2012091117392648652698029.0.0.0	0.00316	\N	\N	Pass	1380913058	1559053460	true
14434	274	1.3.12.2.1107.5.2.32.35182.2012091117474921207598733.0.0.0	0.497	\N	\N	Pass	1380913058	1559053460	true
14486	160	1.3.12.2.1107.5.2.32.35008.2011101921515751815348374.0.0.0	0.00316	\N	\N	Pass	1380913604	1559053378	true
14487	145	1.3.12.2.1107.5.2.32.35008.2011101920024513181414914.0.0.0	0.00316	\N	\N	Pass	1380913604	1559053354	true
14488	161	1.3.12.2.1107.5.2.32.35008.2011101921582188220649020.0.0.0	0.497	\N	\N	Pass	1380913604	1559053378	true
14489	146	1.3.12.2.1107.5.2.32.35008.2011101920090955962315560.0.0.0	0.497	\N	\N	Pass	1380913604	1559053354	true
14604	166	1.3.12.2.1107.5.2.32.35140.30000011121514111901500001732	0.00316	\N	\N	Pass	1380915350	1559053404	true
14605	167	1.3.12.2.1107.5.2.32.35140.30000011121514111901500001893	0.497	\N	\N	Pass	1380915350	1559053404	true
14614	194	1.3.12.2.1107.5.2.32.35140.201210121821265158206072.0.0.0	0.00316	\N	\N	Pass	1380915612	1559053411	true
14642	223	1.3.12.2.1107.5.2.32.35140.20121012191326294477624.0.0.0	0.00316	\N	\N	Pass	1380915740	1559053429	true
14643	224	1.3.12.2.1107.5.2.32.35140.2012101219241187487078409.0.0.0	0.497	\N	\N	Pass	1380915740	1559053429	\N
14644	195	1.3.12.2.1107.5.2.32.35140.2012101218321060144206877.0.0.0	0.497	\N	\N	Pass	1380915740	1559053411	true
14669	365	1.3.12.2.1107.5.2.32.35412.2012101116372926067079748.0.0.0	0.00316	\N	\N	Pass	1380915795	1540925125	true
14670	366	1.3.12.2.1107.5.2.32.35412.2012101116435095920380393.0.0.0	0.497	\N	\N	Pass	1380915795	1540925125	true
14674	335	1.3.12.2.1107.5.2.32.35412.201009141337447209029882.0.0.0	0.00316	\N	\N	Pass	1380915890	1540925116	true
14675	336	1.3.12.2.1107.5.2.32.35412.2010091413482152464230659.0.0.0	0.497	\N	\N	Pass	1380915890	1540925116	true
14676	412	1.3.12.2.1107.5.2.32.35412.2010091414140972896788338.0.0.0	0.00316	\N	\N	Pass	1380915935	1540925149	true
14677	413	1.3.12.2.1107.5.2.32.35412.2010091414244715641989113.0.0.0	0.497	\N	\N	Pass	1380915935	1540925149	true
14694	332	1.3.12.2.1107.5.2.32.35412.2010011213031389145301337.0.0.0	0.00316	\N	\N	Pass	1380917139	1559053504	true
14695	333	1.3.12.2.1107.5.2.32.35412.2010011213140486878302109.0.0.0	0.497	\N	\N	Pass	1380917139	1559053504	true
14696	396	1.3.12.2.1107.5.2.32.35412.2010011213262412236218701.0.0.0	0.00316	\N	\N	Pass	1380917246	1559053531	true
14697	397	1.3.12.2.1107.5.2.32.35412.201001121337013774919472.0.0.0	0.497	\N	\N	Pass	1380917246	1559053531	true
14702	157	1.3.12.2.1107.5.2.32.35140.2010011214394521140712082.0.0.0	0.00316	\N	\N	Pass	1380917516	1559053398	true
14703	158	1.3.12.2.1107.5.2.32.35140.201001121450308862912845.0.0.0	0.497	\N	\N	Pass	1380917516	1559053398	true
15350	383	1.3.12.2.1107.5.2.32.35412.2013121310585767050708907.0.0.0	0.00316	\N	\N	Pass	1389379914	1559053522	true
15351	384	1.3.12.2.1107.5.2.32.35412.2013121311051860619109552.0.0.0	0.497	\N	\N	Pass	1389379914	1559053522	true
19976	316	1.3.12.2.1107.5.2.32.35248.2015081319275972722026132.0.0.0	0.00316	\N	\N	Pass	1446673728	1540922485	true
19977	317	1.3.12.2.1107.5.2.32.35248.2015081319384942352326901.0.0.0	0.497	\N	\N	Pass	1446673728	1540922485	true
25523	136	1.3.12.2.1107.5.2.32.35008.2009052710345172468142734.0.0.0	0.102	\N	\N	\N	1540920732	1559053326	\N
25524	443	1.3.12.2.1107.5.2.32.35008.2010081720415977405449710.0.0.0	0.027	\N	\N	\N	1540920753	1559053343	\N
25525	444	1.3.12.2.1107.5.2.32.35008.2010081720474471621362457.0.0.0	0.027	\N	\N	\N	1540920753	1559053343	\N
25526	442	1.3.12.2.1107.5.2.32.35008.2010081720343224353634906.0.0.0	0.102	\N	\N	\N	1540920753	1559053343	\N
25527	148	1.3.12.2.1107.5.2.32.35008.2011101920214633918130876.0.0.0	0.027	\N	\N	\N	1540920761	1559053354	\N
25528	149	1.3.12.2.1107.5.2.32.35008.2011101920273850146943623.0.0.0	0.027	\N	\N	\N	1540920761	1559053354	\N
25529	150	1.3.12.2.1107.5.2.32.35008.2011101920334850827756370.0.0.0	0.103	\N	\N	\N	1540920762	1559053354	\N
25530	147	1.3.12.2.1107.5.2.32.35008.2011101920133531241116206.0.0.0	0.102	\N	\N	\N	1540920762	1559053354	\N
25544	139	1.3.12.2.1107.5.2.32.35008.30000009052723063231200000352	0.102	\N	\N	\N	1540920801	1559053362	\N
25545	143	1.3.12.2.1107.5.2.32.35008.2010081821510619907788323.0.0.0	0.027	\N	\N	\N	1540920808	1559053368	\N
25546	144	1.3.12.2.1107.5.2.32.35008.2010081821572753238601070.0.0.0	0.027	\N	\N	\N	1540920808	1559053368	\N
25547	142	1.3.12.2.1107.5.2.32.35008.2010081821440967619774016.0.0.0	0.102	\N	\N	\N	1540920808	1559053368	\N
25548	163	1.3.12.2.1107.5.2.32.35008.2011101922115580783364336.0.0.0	0.027	\N	\N	\N	1540920814	1559053378	\N
25549	164	1.3.12.2.1107.5.2.32.35008.2011101922155828742377083.0.0.0	0.027	\N	\N	\N	1540920815	1559053378	\N
25550	165	1.3.12.2.1107.5.2.32.35008.2011101922215351453389830.0.0.0	0.103	\N	\N	\N	1540920815	1559053378	\N
25551	162	1.3.12.2.1107.5.2.32.35008.2011101922024819567149666.0.0.0	0.102	\N	\N	\N	1540920815	1559053378	\N
25608	244	1.3.12.2.1107.5.2.32.35182.2008073113353765146718676.0.0.0	0.00316	\N	\N	\N	1540921909	1540921925	\N
25609	246	1.3.12.2.1107.5.2.32.35182.2008073113490690534719602.0.0.0	0.102	\N	\N	\N	1540921909	1540921925	\N
25610	249	1.3.12.2.1107.5.2.32.35182.2009060916562675500084624.0.0.0	0.102	\N	\N	\N	1540921932	1540921932	\N
25612	256	1.3.12.2.1107.5.2.32.35182.2011081519071353549359707.0.0.0	0.027	\N	\N	\N	1540921949	1559053449	\N
25613	257	1.3.12.2.1107.5.2.32.35182.2011081519071350943359698.0.0.0	0.027	\N	\N	\N	1540921949	1559053449	\N
25614	258	1.3.12.2.1107.5.2.32.35182.2011081519125139338285431.0.0.0	0.027	\N	\N	\N	1540921949	1559053449	\N
25615	259	1.3.12.2.1107.5.2.32.35182.2011081519125136345885422.0.0.0	0.027	\N	\N	\N	1540921949	1559053449	\N
25616	253	1.3.12.2.1107.5.2.32.35182.2011081519061874061859434.0.0.0	0.00519	\N	\N	\N	1540921949	1559053449	\N
25617	254	1.3.12.2.1107.5.2.32.35182.2011081519061874061859434.0.0.0	0.00765	\N	\N	\N	1540921949	1559053449	\N
25618	255	1.3.12.2.1107.5.2.32.35182.2011081519061874064159436.0.0.0	0.00765	\N	\N	\N	1540921949	1559053449	\N
25619	252	1.3.12.2.1107.5.2.32.35182.201108151849501321944477.0.0.0	0.102	\N	\N	\N	1540921949	1559053449	\N
25630	262	1.3.12.2.1107.5.2.32.35182.2011081614313583819743722.0.0.0	0.102	\N	\N	\N	1540921974	1540921974	\N
25631	279	1.3.12.2.1107.5.2.32.35182.2012091118101594684514873.0.0.0	0.027	\N	\N	\N	1540921982	1559053460	\N
25632	280	1.3.12.2.1107.5.2.32.35182.2012091118101592403714864.0.0.0	0.027	\N	\N	\N	1540921982	1559053460	\N
25633	276	1.3.12.2.1107.5.2.32.35182.2012091118092030115514600.0.0.0	0.00519	\N	\N	\N	1540921983	1559053460	\N
25634	277	1.3.12.2.1107.5.2.32.35182.2012091118092030115514600.0.0.0	0.00765	\N	\N	\N	1540921983	1559053460	\N
25635	278	1.3.12.2.1107.5.2.32.35182.2012091118092030120514602.0.0.0	0.00765	\N	\N	\N	1540921983	1559053460	\N
25636	281	1.3.12.2.1107.5.2.32.35182.2012091118154975641940586.0.0.0	0.00519	\N	\N	\N	1540921983	1559053460	\N
25637	282	1.3.12.2.1107.5.2.32.35182.2012091118154975641940586.0.0.0	0.00765	\N	\N	\N	1540921983	1559053460	\N
25638	283	1.3.12.2.1107.5.2.32.35182.2012091118154975644940588.0.0.0	0.00765	\N	\N	\N	1540921983	1559053460	\N
25639	275	1.3.12.2.1107.5.2.32.35182.2012091118024473815300423.0.0.0	0.102	\N	\N	\N	1540921983	1559053460	\N
25703	321	1.3.12.2.1107.5.2.32.35248.2015081319413439472628704.0.0.0	0.027	\N	\N	\N	1540922484	1540922485	\N
25704	322	1.3.12.2.1107.5.2.32.35248.2015081319471212477845610.0.0.0	0.027	\N	\N	\N	1540922484	1540922485	\N
25705	323	1.3.12.2.1107.5.2.32.35248.2015081319525060880162516.0.0.0	0.027	\N	\N	\N	1540922484	1540922485	\N
25706	318	1.3.12.2.1107.5.2.32.35248.2015081319395773474128377.0.0.0	0.00519	\N	\N	\N	1540922484	1540922485	\N
25707	319	1.3.12.2.1107.5.2.32.35248.2015081319395773474128377.0.0.0	0.00765	\N	\N	\N	1540922484	1540922485	\N
25708	320	1.3.12.2.1107.5.2.32.35248.2015081319395773476428379.0.0.0	0.00765	\N	\N	\N	1540922484	1540922485	\N
25709	326	1.3.12.2.1107.5.2.32.35248.2015081319591998147479692.0.0.0	0.00565	\N	\N	\N	1540922484	1540922485	\N
25710	328	1.3.12.2.1107.5.2.32.35248.201508132007307229692015.0.0.0	0.00319	\N	\N	\N	1540922484	1540922485	\N
25711	329	1.3.12.2.1107.5.2.32.35248.201508132007307229692015.0.0.0	0.00565	\N	\N	\N	1540922484	1540922485	\N
25712	330	1.3.12.2.1107.5.2.32.35248.201508132007307232692017.0.0.0	0.00565	\N	\N	\N	1540922484	1540922485	\N
25713	324	1.3.12.2.1107.5.2.32.35248.2015081319591998144579690.0.0.0	0.00319	\N	\N	\N	1540922484	1540922485	\N
25714	325	1.3.12.2.1107.5.2.32.35248.2015081319591998144579690.0.0.0	0.00565	\N	\N	\N	1540922484	1540922485	\N
25715	331	1.3.12.2.1107.5.2.32.35248.2015081320091793767492423.0.0.0	0.103	\N	\N	\N	1540922484	1540922485	\N
25716	327	1.3.12.2.1107.5.2.32.35248.201508132000516748780118.0.0.0	0.102	\N	\N	\N	1540922484	1540922485	\N
25796	156	1.3.12.2.1107.5.2.32.35140.2009052818135661242187860.0.0.0	0.102	\N	\N	\N	1540924936	1559053392	\N
25797	159	1.3.12.2.1107.5.2.32.35140.2010011214522830227313535.0.0.0	0.102	\N	\N	\N	1540924951	1559053398	\N
25798	169	1.3.12.2.1107.5.2.32.35140.30000011121514111901500002051	0.027	\N	\N	\N	1540924961	1559053404	\N
25799	170	1.3.12.2.1107.5.2.32.35140.30000011121514111901500002182	0.027	\N	\N	\N	1540924962	1559053404	\N
25800	171	1.3.12.2.1107.5.2.32.35140.30000011121514111901500002259	0.00319	\N	\N	\N	1540924962	1559053404	\N
25801	172	1.3.12.2.1107.5.2.32.35140.30000011121514111901500002259	0.00565	\N	\N	\N	1540924962	1559053404	\N
25802	173	1.3.12.2.1107.5.2.32.35140.30000011121514111901500002298	0.00565	\N	\N	\N	1540924962	1559053404	\N
25803	174	1.3.12.2.1107.5.2.32.35140.30000011121514111901500002364	0.103	\N	\N	\N	1540924962	1559053404	\N
25804	168	1.3.12.2.1107.5.2.32.35140.30000011121514111901500001920	0.102	\N	\N	\N	1540924962	1559053404	\N
25805	197	1.3.12.2.1107.5.2.32.35140.201210121838508877121029.0.0.0	0.027	\N	\N	\N	1540924971	1559053410	\N
25806	198	1.3.12.2.1107.5.2.32.35140.2012101218434937642337935.0.0.0	0.027	\N	\N	\N	1540924971	1559053410	\N
25807	199	1.3.12.2.1107.5.2.32.35140.2012101218492748827554841.0.0.0	0.00319	\N	\N	\N	1540924971	1559053411	\N
25808	200	1.3.12.2.1107.5.2.32.35140.2012101218492748827554841.0.0.0	0.00565	\N	\N	\N	1540924971	1559053411	\N
25809	201	1.3.12.2.1107.5.2.32.35140.2012101218492748830254843.0.0.0	0.00565	\N	\N	\N	1540924971	1559053411	\N
25810	203	1.3.12.2.1107.5.2.32.35140.2012101219033142108075906.0.0.0	0.00319	\N	\N	\N	1540924971	1559053411	\N
25811	204	1.3.12.2.1107.5.2.32.35140.2012101219033142108075906.0.0.0	0.00565	\N	\N	\N	1540924971	1559053411	\N
25812	205	1.3.12.2.1107.5.2.32.35140.2012101219033142110675908.0.0.0	0.00565	\N	\N	\N	1540924971	1559053411	\N
25813	202	1.3.12.2.1107.5.2.32.35140.2012101218504087994155229.0.0.0	0.103	\N	\N	\N	1540924971	1559053411	\N
25814	196	1.3.12.2.1107.5.2.32.35140.2012101218321744873307525.0.0.0	0.102	\N	\N	\N	1540924972	1559053411	\N
25815	193	1.3.12.2.1107.5.2.32.35140.2009052917543037919128386.0.0.0	0.102	\N	\N	\N	1540924980	1559053422	\N
25823	229	1.3.12.2.1107.5.2.32.35140.2012101219315759466792969.0.0.0	0.027	\N	\N	\N	1540924999	1559053429	\N
25824	230	1.3.12.2.1107.5.2.32.35140.2012101219370345660509875.0.0.0	0.027	\N	\N	\N	1540924999	1559053429	\N
25825	225	1.3.12.2.1107.5.2.32.35140.2012101219241815691479077.0.0.0	0.00319	\N	\N	\N	1540924999	1559053429	\N
25826	226	1.3.12.2.1107.5.2.32.35140.2012101219241815691479077.0.0.0	0.00565	\N	\N	\N	1540924999	1559053429	\N
25827	227	1.3.12.2.1107.5.2.32.35140.2012101219241815694179079.0.0.0	0.00565	\N	\N	\N	1540924999	1559053429	\N
25828	231	1.3.12.2.1107.5.2.32.35140.2012101219423723861626780.0.0.0	0.00319	\N	\N	\N	1540924999	1559053429	\N
25829	232	1.3.12.2.1107.5.2.32.35140.2012101219423723861626780.0.0.0	0.00565	\N	\N	\N	1540924999	1559053429	\N
25830	233	1.3.12.2.1107.5.2.32.35140.2012101219423723864226782.0.0.0	0.00565	\N	\N	\N	1540924999	1559053429	\N
25831	235	1.3.12.2.1107.5.2.32.35140.2012101219564114092147845.0.0.0	0.00319	\N	\N	\N	1540924999	1559053429	\N
25832	236	1.3.12.2.1107.5.2.32.35140.2012101219564114092147845.0.0.0	0.00565	\N	\N	\N	1540924999	1559053429	\N
25833	237	1.3.12.2.1107.5.2.32.35140.2012101219564114095347847.0.0.0	0.00565	\N	\N	\N	1540924999	1559053429	\N
25834	234	1.3.12.2.1107.5.2.32.35140.2012101219435061241927168.0.0.0	0.103	\N	\N	\N	1540924999	1559053429	\N
25835	228	1.3.12.2.1107.5.2.32.35140.2012101219253154398779465.0.0.0	0.102	\N	\N	\N	1540924999	1559053429	\N
25838	334	1.3.12.2.1107.5.2.32.35412.2010011213140939401802789.0.0.0	0.102	\N	\N	\N	1540925110	1559053504	\N
25839	338	1.3.12.2.1107.5.2.32.35412.2010091413550775708845912.0.0.0	0.027	\N	\N	\N	1540925115	1540925116	\N
25840	339	1.3.12.2.1107.5.2.32.35412.2010091414001119834966458.0.0.0	0.027	\N	\N	\N	1540925116	1540925116	\N
25841	337	1.3.12.2.1107.5.2.32.35412.2010091413482795437031334.0.0.0	0.102	\N	\N	\N	1540925116	1540925116	\N
25842	374	1.3.12.2.1107.5.2.32.35412.2012101116562350450995317.0.0.0	0.027	\N	\N	\N	1540925124	1540925125	\N
25843	375	1.3.12.2.1107.5.2.32.35412.2012101117020178527612223.0.0.0	0.027	\N	\N	\N	1540925124	1540925125	\N
25844	371	1.3.12.2.1107.5.2.32.35412.2012101116555052436094929.0.0.0	0.00319	\N	\N	\N	1540925124	1540925125	\N
25845	372	1.3.12.2.1107.5.2.32.35412.2012101116555052436094929.0.0.0	0.00565	\N	\N	\N	1540925124	1540925125	\N
25846	373	1.3.12.2.1107.5.2.32.35412.2012101116555052438194931.0.0.0	0.00565	\N	\N	\N	1540925124	1540925125	\N
25847	376	1.3.12.2.1107.5.2.32.35412.2012101117073992691129129.0.0.0	0.00319	\N	\N	\N	1540925124	1540925125	\N
25848	377	1.3.12.2.1107.5.2.32.35412.2012101117073992691129129.0.0.0	0.00565	\N	\N	\N	1540925124	1540925125	\N
25849	378	1.3.12.2.1107.5.2.32.35412.2012101117073992695029131.0.0.0	0.00565	\N	\N	\N	1540925124	1540925125	\N
25850	380	1.3.12.2.1107.5.2.32.35412.2012101117214497841150194.0.0.0	0.00319	\N	\N	\N	1540925124	1540925125	\N
25851	381	1.3.12.2.1107.5.2.32.35412.2012101117214497841150194.0.0.0	0.00565	\N	\N	\N	1540925124	1540925125	\N
25852	382	1.3.12.2.1107.5.2.32.35412.2012101117214497843450196.0.0.0	0.00565	\N	\N	\N	1540925124	1540925125	\N
25853	367	1.3.12.2.1107.5.2.32.35412.201210111648092321881038.0.0.0	0.00319	\N	\N	\N	1540925124	1540925125	\N
25854	368	1.3.12.2.1107.5.2.32.35412.201210111648092321881038.0.0.0	0.00565	\N	\N	\N	1540925124	1540925125	\N
25855	369	1.3.12.2.1107.5.2.32.35412.201210111648092323981040.0.0.0	0.00565	\N	\N	\N	1540925125	1540925125	\N
25856	379	1.3.12.2.1107.5.2.32.35412.2012101117085370136129517.0.0.0	0.103	\N	\N	\N	1540925125	1540925125	\N
25857	370	1.3.12.2.1107.5.2.32.35412.2012101116492064679881426.0.0.0	0.102	\N	\N	\N	1540925125	1540925125	\N
25858	393	1.3.12.2.1107.5.2.32.35412.2013121311335266993148011.0.0.0	0.027	\N	\N	\N	1540925132	1559053522	\N
25859	394	1.3.12.2.1107.5.2.32.35412.2013121311393058613564917.0.0.0	0.027	\N	\N	\N	1540925132	1559053522	\N
25860	395	1.3.12.2.1107.5.2.32.35412.2013121311450863338681823.0.0.0	0.027	\N	\N	\N	1540925133	1559053522	\N
25861	390	1.3.12.2.1107.5.2.32.35412.2013121311321654469547684.0.0.0	0.00519	\N	\N	\N	1540925133	1559053522	\N
25862	391	1.3.12.2.1107.5.2.32.35412.2013121311321654469547684.0.0.0	0.00765	\N	\N	\N	1540925133	1559053522	\N
25863	392	1.3.12.2.1107.5.2.32.35412.2013121311321654472547686.0.0.0	0.00765	\N	\N	\N	1540925133	1559053522	\N
25864	386	1.3.12.2.1107.5.2.32.35412.2013121311111335569711228.0.0.0	0.00565	\N	\N	\N	1540925133	1559053522	\N
25865	387	1.3.12.2.1107.5.2.32.35412.2013121311111335572611230.0.0.0	0.00565	\N	\N	\N	1540925133	1559053522	\N
25866	385	1.3.12.2.1107.5.2.32.35412.2013121311111335569711228.0.0.0	0.00319	\N	\N	\N	1540925133	1559053522	\N
25867	389	1.3.12.2.1107.5.2.32.35412.2013121311182135107623296.0.0.0	0.103	\N	\N	\N	1540925133	1559053522	\N
25868	388	1.3.12.2.1107.5.2.32.35412.2013121311122119894211656.0.0.0	0.102	\N	\N	\N	1540925133	1559053522	\N
25869	398	1.3.12.2.1107.5.2.32.35412.201001121337087991520153.0.0.0	0.102	\N	\N	\N	1540925140	1559053531	\N
25870	415	1.3.12.2.1107.5.2.32.35412.2010091414313454097104368.0.0.0	0.027	\N	\N	\N	1540925148	1540925149	\N
25871	416	1.3.12.2.1107.5.2.32.35412.2010091414363668129124914.0.0.0	0.027	\N	\N	\N	1540925148	1540925149	\N
25872	414	1.3.12.2.1107.5.2.32.35412.2010091414245345068889790.0.0.0	0.102	\N	\N	\N	1540925149	1540925149	\N
25948	289	1.3.12.2.1107.5.2.32.35248.2015081323265361241218007.0.0.0	0.027	\N	\N	\N	1540930485	1559053484	\N
25949	290	1.3.12.2.1107.5.2.32.35248.2015081323323137632034913.0.0.0	0.027	\N	\N	\N	1540930485	1559053484	\N
25950	291	1.3.12.2.1107.5.2.32.35248.2015081323380982338351819.0.0.0	0.027	\N	\N	\N	1540930485	1559053484	\N
25951	286	1.3.12.2.1107.5.2.32.35248.2015081323251738086717680.0.0.0	0.00519	\N	\N	\N	1540930485	1559053484	\N
25952	287	1.3.12.2.1107.5.2.32.35248.2015081323251738086717680.0.0.0	0.00765	\N	\N	\N	1540930485	1559053484	\N
25953	288	1.3.12.2.1107.5.2.32.35248.2015081323251738089117682.0.0.0	0.00765	\N	\N	\N	1540930485	1559053484	\N
25954	284	1.3.12.2.1107.5.2.32.35248.2015081323123562789815435.0.0.0	0.00316	\N	\N	Pass	1540930486	1559053484	true
25955	285	1.3.12.2.1107.5.2.32.35248.201508132323405974216194.0.0.0	0.497	\N	\N	Pass	1540930486	1559053484	true
25956	294	1.3.12.2.1107.5.2.32.35248.2015081323444190207368995.0.0.0	0.00565	\N	\N	\N	1540930486	1559053484	\N
25957	296	1.3.12.2.1107.5.2.32.35248.2015081323525130060281318.0.0.0	0.00319	\N	\N	\N	1540930486	1559053484	\N
25958	297	1.3.12.2.1107.5.2.32.35248.2015081323525130060281318.0.0.0	0.00565	\N	\N	\N	1540930486	1559053484	\N
25959	298	1.3.12.2.1107.5.2.32.35248.2015081323525130063381320.0.0.0	0.00565	\N	\N	\N	1540930486	1559053484	\N
25960	292	1.3.12.2.1107.5.2.32.35248.2015081323444190204268993.0.0.0	0.00319	\N	\N	\N	1540930486	1559053484	\N
25961	293	1.3.12.2.1107.5.2.32.35248.2015081323444190204268993.0.0.0	0.00565	\N	\N	\N	1540930486	1559053484	\N
25962	299	1.3.12.2.1107.5.2.32.35248.2015081323541656681781726.0.0.0	0.103	\N	\N	\N	1540930486	1559053484	\N
25963	295	1.3.12.2.1107.5.2.32.35248.2015081323455228139069421.0.0.0	0.102	\N	\N	\N	1540930486	1559053484	\N
26039	427	1.3.12.2.1107.5.2.32.35008.30000009052723063231200000325	0.499	\N	\N	\N	1559053362	1559053362	\N
26040	428	1.3.12.2.1107.5.2.32.35008.30000009052723063231200000164	0.00316	\N	\N	\N	1559053362	1559053362	\N
26041	243	1.3.12.2.1107.5.2.32.35008.2010081821393982646073370.0.0.0	0.497	\N	\N	\N	1559053368	1559053368	\N
26042	242	1.3.12.2.1107.5.2.32.35008.2010081821331038813272724.0.0.0	0.00316	\N	\N	\N	1559053368	1559053368	\N
26043	241	1.3.12.2.1107.5.2.32.35008.2011101921582188220649020.0.0.0	0.497	\N	\N	\N	1559053378	1559053378	\N
26044	240	1.3.12.2.1107.5.2.32.35008.2011101921515751815348374.0.0.0	0.00316	\N	\N	\N	1559053378	1559053378	\N
26045	420	1.3.12.2.1107.5.2.32.35140.200905281809277943587276.0.0.0	0.499	\N	\N	\N	1559053392	1559053392	\N
26046	419	1.3.12.2.1107.5.2.32.35140.2009052818025478074186630.0.0.0	0.00316	\N	\N	\N	1559053392	1559053392	\N
26047	422	1.3.12.2.1107.5.2.32.35140.201001121450308862912845.0.0.0	0.497	\N	\N	\N	1559053398	1559053398	\N
26048	421	1.3.12.2.1107.5.2.32.35140.2010011214394521140712082.0.0.0	0.00316	\N	\N	\N	1559053398	1559053398	\N
26049	423	1.3.12.2.1107.5.2.32.35140.30000011121514111901500001893	0.497	\N	\N	\N	1559053404	1559053404	\N
26050	424	1.3.12.2.1107.5.2.32.35140.30000011121514111901500001732	0.00316	\N	\N	\N	1559053404	1559053404	\N
26051	429	1.3.12.2.1107.5.2.32.35140.2012101218321060144206877.0.0.0	0.497	\N	\N	\N	1559053410	1559053410	\N
26052	430	1.3.12.2.1107.5.2.32.35140.201210121821265158206072.0.0.0	0.00316	\N	\N	\N	1559053410	1559053410	\N
26053	434	1.3.12.2.1107.5.2.32.35140.200905291749582811927772.0.0.0	0.499	\N	\N	\N	1559053422	1559053422	\N
26054	433	1.3.12.2.1107.5.2.32.35140.2009052917432457017327126.0.0.0	0.00316	\N	\N	\N	1559053422	1559053422	\N
26055	435	1.3.12.2.1107.5.2.32.35140.2012101219241187487078409.0.0.0	0.497	\N	\N	\N	1559053428	1559053429	\N
26056	436	1.3.12.2.1107.5.2.32.35140.20121012191326294477624.0.0.0	0.00316	\N	\N	\N	1559053428	1559053429	\N
